x_coord,y_coord,z_coord,HDBSCAN_cluster,stage,stage_category,health_status
4.9677916,8.825802,-5.905598,2,M1,Healthy,Healthy
-1.2585307,15.452971,-7.5031548,2,M1,Healthy,Healthy
-9.444372,-6.518706,-19.625578,2,M1,Healthy,Healthy
-22.293346,-2.5330966,7.714631,2,M1,Healthy,Healthy
-20.478277,6.69603,-11.056877,2,M1,Healthy,Healthy
-9.524262,4.133934,-11.676255,2,M1,Healthy,Healthy
-15.644342,7.0161023,-14.962489,2,M1,Healthy,Healthy
-23.270458,2.7053263,-0.7453117,2,M1,Healthy,Healthy
0.34248376,9.620318,3.4396207,2,M1,Healthy,Healthy
-17.983332,-2.5427184,-1.7587483,2,M1,Healthy,Healthy
-10.30782,-5.9883046,-14.89695,2,M1,Healthy,Healthy
-0.45270157,12.931085,-5.2993,2,M1,Healthy,Healthy
-21.182392,-2.7230406,4.5223684,2,M1,Healthy,Healthy
-14.062826,-2.3670406,-14.583404,2,M1,Healthy,Healthy
-14.172723,2.2735794,-18.670937,2,M1,Healthy,Healthy
-23.984833,6.870656,6.590519,2,M1,Healthy,Healthy
-20.798357,-2.428796,9.261778,2,M1,Healthy,Healthy
-24.516499,-0.49142238,-3.6268032,2,M1,Healthy,Healthy
0.50188863,5.071126,3.4406137,2,M1,Healthy,Healthy
-11.095307,-2.9766762,-5.07345,2,M1,Healthy,Healthy
-10.201012,7.9797573,0.41791812,2,M1,Healthy,Healthy
-6.26578,-0.7314474,-20.677065,2,M1,Healthy,Healthy
-0.57684296,20.567802,-1.0448633,2,M1,Healthy,Healthy
-7.01929,7.4953523,1.9751049,2,M1,Healthy,Healthy
-6.6516128,11.382404,4.1838984,2,M1,Healthy,Healthy
-10.14863,0.04535808,-6.5531077,2,M1,Healthy,Healthy
-11.286522,-4.601005,-12.759612,2,M1,Healthy,Healthy
-1.2290317,9.838217,-6.443228,2,M1,Healthy,Healthy
-19.54296,-2.0588865,4.337847,2,M1,Healthy,Healthy
-6.8100185,-7.388966,-17.045378,2,M1,Healthy,Healthy
-23.190897,-0.48180503,4.7021427,2,M1,Healthy,Healthy
-6.2320867,2.6094441,-20.710682,2,M1,Healthy,Healthy
-18.571295,1.3776747,11.023123,2,M1,Healthy,Healthy
-10.699416,-2.2743554,-17.343267,2,M1,Healthy,Healthy
-10.359719,11.741319,-8.806312,2,M1,Healthy,Healthy
-16.333597,-5.107431,-12.139345,2,M1,Healthy,Healthy
-18.188051,-0.57109207,-3.919189,2,M1,Healthy,Healthy
-18.21699,-6.2589064,0.15561765,2,M1,Healthy,Healthy
-17.60025,-3.5951252,-17.491373,2,M1,Healthy,Healthy
11.945239,12.751114,7.5357103,2,M1,Healthy,Healthy
-8.942708,-6.6997623,-15.608072,2,M1,Healthy,Healthy
-5.5944014,5.3574877,-16.733366,2,M1,Healthy,Healthy
10.038907,16.06552,2.5831735,2,M1,Healthy,Healthy
-18.367075,-0.897133,-4.05133,2,M1,Healthy,Healthy
-4.209319,8.016306,-5.720483,2,M1,Healthy,Healthy
-18.68773,-0.113314465,-14.830402,2,M1,Healthy,Healthy
-18.764929,-2.6393545,5.488289,2,M1,Healthy,Healthy
-22.51739,-0.84125936,-4.8670626,2,M1,Healthy,Healthy
-16.953201,-9.703666,5.7056594,2,M1,Healthy,Healthy
3.660677,9.454384,4.031868,2,M1,Healthy,Healthy
2.7095706,13.426426,-0.14034273,2,M1,Healthy,Healthy
-17.49162,-5.002093,-11.801387,2,M1,Healthy,Healthy
1.2282637,15.529248,2.8918834,2,M1,Healthy,Healthy
-19.865337,1.1549481,-3.4259188,2,M1,Healthy,Healthy
-25.701574,3.9626098,-2.8602648,2,M1,Healthy,Healthy
-8.985082,-2.1481962,-12.259407,2,M1,Healthy,Healthy
-17.416224,12.651548,9.470484,2,M1,Healthy,Healthy
13.536944,14.766267,7.97608,2,M1,Healthy,Healthy
-9.722431,-9.254088,-13.076609,2,M1,Healthy,Healthy
-15.633387,13.607964,-6.892658,2,M1,Healthy,Healthy
-19.219763,-4.2342796,-16.516123,2,M1,Healthy,Healthy
-7.0061207,-1.2272053,-20.68355,2,M1,Healthy,Healthy
-5.141958,6.5039053,-0.58119226,2,M1,Healthy,Healthy
-16.624613,-2.0075831,-1.0586824,2,M1,Healthy,Healthy
-8.882258,-13.271404,-15.99701,2,M1,Healthy,Healthy
0.9084755,19.915155,-4.4630604,2,M1,Healthy,Healthy
-23.811066,1.7938777,-11.871621,2,M1,Healthy,Healthy
-11.204151,0.32879347,-17.125542,2,M1,Healthy,Healthy
-14.613705,0.14183335,-20.318624,2,M1,Healthy,Healthy
-7.9105678,4.3623867,-18.491266,2,M1,Healthy,Healthy
-20.505219,6.7797837,-10.712233,2,M1,Healthy,Healthy
2.5020819,18.298647,2.4597929,2,M1,Healthy,Healthy
-13.994248,-6.574963,-18.603455,2,M1,Healthy,Healthy
-24.015888,-2.2379296,-6.1189585,2,M1,Healthy,Healthy
-8.006451,7.8033338,-11.740035,2,M1,Healthy,Healthy
-10.510099,-6.94966,-10.064334,2,M1,Healthy,Healthy
-10.534469,-4.825002,-14.464308,2,M1,Healthy,Healthy
-14.689892,9.932548,-1.3345629,2,M1,Healthy,Healthy
-6.8958755,-11.482777,-15.138772,2,M1,Healthy,Healthy
-4.962091,8.484216,4.12874,2,M1,Healthy,Healthy
-3.003951,6.039017,-6.1903186,2,M1,Healthy,Healthy
-6.1162176,14.424796,2.068016,2,M1,Healthy,Healthy
-9.484726,12.671604,-0.06874299,2,M1,Healthy,Healthy
-5.8173428,10.47473,-4.9035883,2,M1,Healthy,Healthy
-10.383416,-5.283762,-19.612959,2,M1,Healthy,Healthy
-13.960831,17.573498,1.4316913,2,M1,Healthy,Healthy
-7.049433,7.385407,1.9018613,2,M1,Healthy,Healthy
-19.009369,-4.5163536,-12.4544115,2,M1,Healthy,Healthy
-10.794236,7.739571,-16.328247,2,M1,Healthy,Healthy
-16.649397,-1.9627299,-12.815365,2,M1,Healthy,Healthy
5.237144,11.517286,-6.937416,2,M1,Healthy,Healthy
-14.517156,-1.7320755,-10.245911,2,M1,Healthy,Healthy
-14.950137,-12.195589,-14.995714,2,M1,Healthy,Healthy
-8.562193,5.953946,-18.673925,2,M1,Healthy,Healthy
-23.62582,0.1842256,-8.665549,2,M1,Healthy,Healthy
-13.462951,6.0055676,-10.997486,2,M1,Healthy,Healthy
-20.688925,-2.0894458,-6.9960647,2,M1,Healthy,Healthy
-22.694448,4.027576,-0.08401345,2,M1,Healthy,Healthy
-17.608376,14.8771,1.3150308,2,M1,Healthy,Healthy
-10.675107,13.665336,-6.021997,2,M1,Healthy,Healthy
-16.508434,14.069451,0.3245081,2,M1,Healthy,Healthy
-19.89012,-2.767407,-1.5253111,2,M1,Healthy,Healthy
-24.807419,3.8391745,-10.35501,2,M1,Healthy,Healthy
-19.681362,8.246776,-9.378392,2,M1,Healthy,Healthy
-9.585667,8.796522,-2.1511683,2,M1,Healthy,Healthy
-23.658615,-0.49455637,-1.4564085,2,M1,Healthy,Healthy
-8.9565935,-2.8193405,-19.259565,2,M1,Healthy,Healthy
-9.36709,-2.1616957,-12.610467,2,M1,Healthy,Healthy
5.350835,8.725106,-5.653379,2,M1,Healthy,Healthy
-9.526783,0.7512406,-3.6845074,2,M1,Healthy,Healthy
-15.491281,0.254446,-0.62789065,2,M1,Healthy,Healthy
-9.338898,-7.223985,-16.326088,2,M1,Healthy,Healthy
-18.210123,9.982164,-13.953329,2,M1,Healthy,Healthy
-17.476486,7.6422887,4.8709874,2,M1,Healthy,Healthy
15.907648,9.758288,12.772571,2,M1,Healthy,Healthy
-5.8235393,-5.5840173,-18.861822,2,M1,Healthy,Healthy
-20.967388,0.121227615,4.690302,2,M1,Healthy,Healthy
-13.054211,1.7587304,-8.071443,2,M1,Healthy,Healthy
16.681726,11.600374,11.666749,2,M1,Healthy,Healthy
-18.464552,8.628718,-12.810189,2,M1,Healthy,Healthy
-18.456507,-7.628628,4.0969305,2,M1,Healthy,Healthy
-19.415657,10.712634,-11.396125,2,M1,Healthy,Healthy
-11.50579,-4.9202113,-5.457719,2,M1,Healthy,Healthy
-18.590107,-2.9403217,-18.827765,2,M1,Healthy,Healthy
-9.135313,4.5803657,-18.575182,2,M1,Healthy,Healthy
-2.2865453,-0.5655917,-21.30323,2,M1,Healthy,Healthy
-23.241364,7.8549995,-3.1998403,2,M1,Healthy,Healthy
-13.737491,1.2965868,-17.469912,2,M1,Healthy,Healthy
-7.4815216,6.4824533,-13.186276,2,M1,Healthy,Healthy
-19.294064,11.328678,-5.1293626,2,M1,Healthy,Healthy
-21.62824,-2.682175,-4.6708755,2,M1,Healthy,Healthy
-7.723473,-1.1048,-20.892786,2,M1,Healthy,Healthy
-18.100298,-0.8003919,-3.7812483,2,M1,Healthy,Healthy
-6.8671446,-7.2412457,-16.906343,2,M1,Healthy,Healthy
-19.815426,4.9267125,-13.963525,2,M1,Healthy,Healthy
-17.001844,15.485108,-0.8123611,2,M1,Healthy,Healthy
-24.226496,3.898982,-7.7654386,2,M1,Healthy,Healthy
-14.147714,-12.286516,-14.650336,2,M1,Healthy,Healthy
5.9685764,13.558991,3.0815408,2,M1,Healthy,Healthy
-23.074738,3.040312,-4.8991976,2,M1,Healthy,Healthy
-14.5821705,9.827355,-2.5417383,2,M1,Healthy,Healthy
-20.869062,-0.065908596,7.9206204,2,M1,Healthy,Healthy
6.2242365,13.481841,2.9001615,2,M1,Healthy,Healthy
-11.334084,-2.2274678,-17.883242,2,M1,Healthy,Healthy
-11.502509,-12.494995,-15.584771,2,M1,Healthy,Healthy
-4.702116,-0.05463874,-19.048431,2,M1,Healthy,Healthy
-11.447282,4.181646,-21.135775,2,M1,Healthy,Healthy
14.704851,11.946587,11.329441,2,M1,Healthy,Healthy
-22.370031,-0.8301077,-5.1932955,2,M1,Healthy,Healthy
3.4496675,14.544406,-4.4140067,2,M1,Healthy,Healthy
-18.870737,3.1197667,-2.8184881,2,M1,Healthy,Healthy
-16.630049,-1.0984467,-3.366693,2,M1,Healthy,Healthy
-11.201223,5.5016255,-13.171912,2,M1,Healthy,Healthy
-17.879707,-0.12610456,-15.222706,2,M1,Healthy,Healthy
-19.176943,-2.8789277,-12.603173,2,M1,Healthy,Healthy
-10.326032,18.952265,-0.41167137,2,M1,Healthy,Healthy
-8.810347,14.805836,-5.22336,2,M1,Healthy,Healthy
-9.04513,20.378895,-1.2839648,2,M1,Healthy,Healthy
-18.579521,-3.776767,-12.929712,2,M1,Healthy,Healthy
-16.883478,-3.1360433,-14.302378,2,M1,Healthy,Healthy
-17.498108,-3.598942,-14.491338,2,M1,Healthy,Healthy
-8.729247,0.35837635,-17.176811,2,M1,Healthy,Healthy
-4.552467,0.47739413,-17.857445,2,M1,Healthy,Healthy
-7.7016087,4.1003675,-20.81994,2,M1,Healthy,Healthy
-13.154053,-10.224037,-17.16086,2,M1,Healthy,Healthy
-3.018021,13.664766,0.79080313,2,M1,Healthy,Healthy
-12.529116,15.09448,4.4990215,2,M1,Healthy,Healthy
-20.28743,7.326004,-10.13225,2,M1,Healthy,Healthy
-11.598578,9.956228,-11.14658,2,M1,Healthy,Healthy
-14.643397,-4.904303,-12.992308,2,M1,Healthy,Healthy
-7.0971794,3.4823608,-21.168941,2,M1,Healthy,Healthy
-18.286888,-5.1984134,-9.6682825,2,M1,Healthy,Healthy
-22.935324,5.806752,-4.0120134,2,M1,Healthy,Healthy
-9.290645,-6.090455,-18.373661,2,M1,Healthy,Healthy
-20.712152,1.3425523,-12.296361,2,M1,Healthy,Healthy
-7.604518,4.4529514,-18.561617,2,M1,Healthy,Healthy
-19.676949,-4.4967856,0.49608472,2,M1,Healthy,Healthy
-24.400534,-0.7054624,-3.0829453,2,M1,Healthy,Healthy
-11.011905,2.6757958,-4.380214,2,M1,Healthy,Healthy
5.7357388,9.265222,-4.6379504,2,M1,Healthy,Healthy
2.2751791,14.350176,-6.206589,2,M1,Healthy,Healthy
-3.4419856,7.292042,-5.8965473,2,M1,Healthy,Healthy
-23.401854,8.873589,-0.7880627,2,M1,Healthy,Healthy
-7.047268,-11.275286,-13.78219,2,M1,Healthy,Healthy
-9.2295885,0.32340956,-16.277666,2,M1,Healthy,Healthy
-13.546738,-12.581888,-14.431734,2,M1,Healthy,Healthy
-3.4954584,-1.2477267,-20.911777,2,M1,Healthy,Healthy
-11.106615,4.864683,-4.3316336,2,M1,Healthy,Healthy
-8.607453,2.1115425,-11.437422,2,M1,Healthy,Healthy
-16.07375,11.699747,-8.5006075,2,M1,Healthy,Healthy
-20.441116,-3.3275132,-2.1703062,2,M1,Healthy,Healthy
6.5799365,15.279993,-0.6550353,2,M1,Healthy,Healthy
-1.6892583,9.528439,-0.046836056,2,M1,Healthy,Healthy
7.853538,16.31073,3.0734057,2,M1,Healthy,Healthy
-8.028916,-6.8395176,-13.460587,2,M1,Healthy,Healthy
-16.308426,-1.6005008,9.683229,2,M1,Healthy,Healthy
-20.822514,5.4961524,-11.87072,2,M1,Healthy,Healthy
-12.5864,-2.9700823,-9.786651,2,M1,Healthy,Healthy
-19.54383,-6.807567,-7.7891564,2,M1,Healthy,Healthy
-11.105774,-5.751604,-16.05637,2,M1,Healthy,Healthy
-6.3094225,10.509136,-6.1636567,2,M1,Healthy,Healthy
-14.081614,16.089201,14.037995,2,M1,Healthy,Healthy
-8.192692,-9.219371,-17.87656,2,M1,Healthy,Healthy
-24.947115,3.0444188,-11.73366,2,M1,Healthy,Healthy
-3.7522154,7.642285,-5.5400324,2,M1,Healthy,Healthy
-14.600377,-6.0286055,-8.311815,2,M1,Healthy,Healthy
-9.98052,-2.8148475,-18.155958,2,M1,Healthy,Healthy
-14.164805,8.283088,-1.9658775,2,M1,Healthy,Healthy
-16.167273,-0.729404,-8.707306,2,M1,Healthy,Healthy
-19.739492,1.1626204,9.6848955,2,M1,Healthy,Healthy
-0.62908626,11.124973,-1.7408191,2,M1,Healthy,Healthy
3.0800035,15.605596,-2.345654,2,M1,Healthy,Healthy
-10.631501,15.566608,-0.74683446,2,M1,Healthy,Healthy
-7.64588,11.359475,-3.579029,2,M1,Healthy,Healthy
-11.736484,4.6887965,-3.4423823,2,M1,Healthy,Healthy
-7.264759,-5.6654787,-12.178043,2,M1,Healthy,Healthy
-17.969927,8.8739395,-11.900678,2,M1,Healthy,Healthy
-4.6667595,11.35485,-5.0425367,2,M1,Healthy,Healthy
-10.794378,6.727616,-7.3155303,2,M1,Healthy,Healthy
-14.865139,11.143838,-9.930199,2,M1,Healthy,Healthy
-8.845528,-1.8339349,-20.180225,2,M1,Healthy,Healthy
-6.663709,-2.9897375,-15.584691,2,M1,Healthy,Healthy
-2.5559897,3.2506375,5.3390875,2,M1,Healthy,Healthy
-11.549443,-12.287027,-16.23369,2,M1,Healthy,Healthy
-3.2515306,18.91219,3.9934025,2,M1,Healthy,Healthy
-20.377289,-4.7698646,2.664623,2,M1,Healthy,Healthy
-10.429542,-12.502761,-16.116676,2,M1,Healthy,Healthy
-19.615442,12.1576185,-11.60389,2,M1,Healthy,Healthy
-16.182968,3.784722,13.589575,2,M1,Healthy,Healthy
-14.005982,-3.2804153,-9.580322,2,M1,Healthy,Healthy
-18.87865,8.821794,-14.218582,2,M1,Healthy,Healthy
2.698663,10.818139,0.86419463,2,M1,Healthy,Healthy
-21.310492,0.0877038,5.7930546,2,M1,Healthy,Healthy
-19.025194,4.4395924,6.142761,2,M1,Healthy,Healthy
-24.293978,0.8674043,-5.5168076,2,M1,Healthy,Healthy
-21.618635,11.523433,1.2976103,2,M1,Healthy,Healthy
-11.8057575,-4.927961,-12.37049,2,M1,Healthy,Healthy
-6.8578506,0.9206592,-9.459406,2,M1,Healthy,Healthy
-13.383484,3.3100874,-3.895106,2,M1,Healthy,Healthy
-20.718107,16.050774,2.7084622,2,M1,Healthy,Healthy
-20.131355,-4.939465,-0.9687041,2,M1,Healthy,Healthy
-14.150795,1.308714,-9.402289,2,M1,Healthy,Healthy
-17.972878,-1.0690758,-16.390709,2,M1,Healthy,Healthy
-19.94258,4.778993,-13.789266,2,M1,Healthy,Healthy
-22.82437,7.145942,6.845871,2,M1,Healthy,Healthy
18.884512,8.721842,5.6551437,2,M1,Healthy,Healthy
-11.708441,-12.214095,-15.961926,2,M1,Healthy,Healthy
-19.077293,-5.039442,-1.3061907,2,M1,Healthy,Healthy
-20.878979,7.389231,2.5275736,2,M1,Healthy,Healthy
-8.011365,-2.3919177,-20.089273,2,M1,Healthy,Healthy
-22.240852,-2.8992455,-2.422197,2,M1,Healthy,Healthy
-24.257984,1.5663333,-7.5799623,2,M1,Healthy,Healthy
-6.7632413,-12.836748,-17.439545,2,M1,Healthy,Healthy
-9.201098,5.0870104,-4.8772144,2,M1,Healthy,Healthy
-24.787838,0.43482506,-5.831637,2,M1,Healthy,Healthy
15.563127,13.242577,10.344258,2,M1,Healthy,Healthy
-18.87322,-0.113953635,-13.848822,2,M1,Healthy,Healthy
-6.23961,-9.531765,-17.19675,2,M1,Healthy,Healthy
-24.847588,7.1808124,5.3782725,2,M1,Healthy,Healthy
-4.6329145,13.136288,-7.8949704,2,M1,Healthy,Healthy
-13.895037,3.1799405,-16.661777,2,M1,Healthy,Healthy
-16.047386,-2.8026795,0.45346,2,M1,Healthy,Healthy
-15.616957,2.1922047,4.2158556,2,M1,Healthy,Healthy
-20.922695,1.3396281,-3.9227977,2,M1,Healthy,Healthy
-6.478547,11.794706,0.8495532,2,M1,Healthy,Healthy
-20.693857,-1.4108526,9.75903,2,M1,Healthy,Healthy
-19.164726,-2.7629466,-3.957773,2,M1,Healthy,Healthy
15.671417,5.2339582,10.658221,-1,M1,Healthy,Healthy
-18.612509,4.2491145,6.291534,2,M1,Healthy,Healthy
-7.7658076,17.945377,3.3348293,2,M1,Healthy,Healthy
-12.048494,11.361197,0.46059182,2,M1,Healthy,Healthy
-11.599528,-4.869206,-12.838586,2,M1,Healthy,Healthy
-13.424798,-0.6792808,-18.48342,2,M1,Healthy,Healthy
-12.091516,-0.3487676,-7.8780246,2,M1,Healthy,Healthy
-9.317675,14.33724,2.885031,2,M1,Healthy,Healthy
-0.15390426,17.137749,-5.896548,2,M1,Healthy,Healthy
-16.737738,9.683929,-7.8690343,2,M1,Healthy,Healthy
-14.421849,8.4731,-2.0342035,2,M1,Healthy,Healthy
-19.877073,-1.4608386,-5.210381,2,M1,Healthy,Healthy
-9.135622,14.400083,-3.8516011,2,M1,Healthy,Healthy
-16.968197,1.4135005,-13.51374,2,M1,Healthy,Healthy
-21.652374,4.695405,10.994777,2,M1,Healthy,Healthy
-18.166254,-2.6095183,-18.60962,2,M1,Healthy,Healthy
-13.184474,-3.3940604,-11.878525,2,M1,Healthy,Healthy
-4.2037125,-2.7609859,-19.394228,2,M1,Healthy,Healthy
-23.893532,0.72071886,-8.292299,2,M1,Healthy,Healthy
-12.916682,-0.86748457,-18.632534,2,M1,Healthy,Healthy
-22.20665,-1.8169397,1.7330594,2,M1,Healthy,Healthy
19.537483,12.969082,1.4985379,-1,M1,Healthy,Healthy
-8.700893,0.64196837,-16.922659,2,M1,Healthy,Healthy
-17.486446,13.211489,-4.43462,2,M1,Healthy,Healthy
-23.511648,1.4824973,1.9476367,2,M1,Healthy,Healthy
-24.149746,-0.86879486,-1.9288834,2,M1,Healthy,Healthy
0.28995335,14.519112,0.38701293,2,M1,Healthy,Healthy
-6.2792845,1.7991401,-20.012903,2,M1,Healthy,Healthy
-10.353894,-1.2003996,-19.65762,2,M1,Healthy,Healthy
4.8084793,12.58793,2.8784983,2,M1,Healthy,Healthy
-8.5824,4.728017,-18.53713,2,M1,Healthy,Healthy
-21.13361,12.116536,-0.9049066,2,M1,Healthy,Healthy
13.203517,17.021347,4.133616,2,M1,Healthy,Healthy
-7.8848333,-0.49376932,-11.6528015,2,M1,Healthy,Healthy
-13.684799,-10.148663,-17.308668,2,M1,Healthy,Healthy
-10.859127,7.2226086,-8.045483,2,M1,Healthy,Healthy
0.48263094,10.8788595,-3.8629596,2,M1,Healthy,Healthy
18.528234,8.407207,10.355415,2,M1,Healthy,Healthy
-11.058111,-1.9257976,-10.8653755,2,M1,Healthy,Healthy
-17.725746,12.543387,-9.358765,2,M1,Healthy,Healthy
-24.176336,-0.85359085,-1.6845661,2,M1,Healthy,Healthy
-13.563034,5.6030836,2.1972373,2,M1,Healthy,Healthy
-8.647786,-9.699142,-17.464357,2,M1,Healthy,Healthy
-12.542432,4.9701962,-18.53185,2,M1,Healthy,Healthy
-20.219229,7.5881815,-10.595831,2,M1,Healthy,Healthy
-19.115025,-2.850603,7.902695,2,M1,Healthy,Healthy
-11.889878,-1.9773666,-13.572649,2,M1,Healthy,Healthy
5.6293435,9.516913,-4.88011,2,M1,Healthy,Healthy
-16.41375,-4.520587,-11.627972,2,M1,Healthy,Healthy
-18.625713,8.765673,-7.8874784,2,M1,Healthy,Healthy
-2.1611729,-0.4322474,-21.55468,2,M1,Healthy,Healthy
-10.836202,-13.17699,-11.592832,2,M1,Healthy,Healthy
-9.731708,-6.5728364,-19.491411,2,M1,Healthy,Healthy
-0.8015591,11.943474,-0.27147347,2,M1,Healthy,Healthy
2.5338333,13.407934,0.72556114,2,M1,Healthy,Healthy
5.6054893,9.083744,-6.0387926,2,M1,Healthy,Healthy
-14.823482,1.3650295,-15.370892,2,M1,Healthy,Healthy
1.9510709,14.786546,4.882572,2,M1,Healthy,Healthy
-5.633758,-5.652605,-18.75024,2,M1,Healthy,Healthy
-5.5683928,-3.3843145,-17.905788,2,M1,Healthy,Healthy
-22.199959,4.3317094,-2.6802025,2,M1,Healthy,Healthy
-13.73281,17.520134,1.2702969,2,M1,Healthy,Healthy
-20.15024,7.4721375,-9.36062,2,M1,Healthy,Healthy
-11.669316,6.5855465,-11.90379,2,M1,Healthy,Healthy
-21.053448,0.42977613,-11.858009,2,M1,Healthy,Healthy
-15.476809,-4.45612,-13.127292,2,M1,Healthy,Healthy
-19.91086,-9.422991,5.322116,2,M1,Healthy,Healthy
-13.981741,-0.21708177,-18.512335,2,M1,Healthy,Healthy
-18.973032,2.876103,-16.404694,2,M1,Healthy,Healthy
5.842292,9.855765,-6.645794,2,M1,Healthy,Healthy
-15.221592,-6.8101907,-11.484174,2,M1,Healthy,Healthy
-17.13059,-3.8484292,4.9568005,2,M1,Healthy,Healthy
-16.074656,-5.8923206,4.7775345,2,M1,Healthy,Healthy
-3.2012842,17.514603,-5.503633,2,M1,Healthy,Healthy
-11.394295,-7.415229,-10.895854,2,M1,Healthy,Healthy
4.7654696,10.836503,6.6529565,2,M1,Healthy,Healthy
-9.206416,-14.716058,-16.374163,2,M1,Healthy,Healthy
-8.148083,-7.840335,-16.536608,2,M1,Healthy,Healthy
-16.551664,-6.7041144,3.4332042,2,M1,Healthy,Healthy
-6.6356506,-1.1114872,-20.610786,2,M1,Healthy,Healthy
-2.4765463,9.97909,-5.5789733,2,M1,Healthy,Healthy
-22.45994,1.8657861,1.8684005,2,M1,Healthy,Healthy
-22.789558,6.865502,-3.622109,2,M1,Healthy,Healthy
-14.274279,-10.75469,-13.843906,2,M1,Healthy,Healthy
-18.14372,5.678971,-16.425043,2,M1,Healthy,Healthy
-16.42288,-10.035982,6.9755597,2,M1,Healthy,Healthy
-10.163596,-4.228243,-6.4122505,2,M1,Healthy,Healthy
-24.178328,3.280595,-6.4126296,2,M1,Healthy,Healthy
-16.245384,-6.1969185,-17.579462,2,M1,Healthy,Healthy
-9.455014,-6.179976,-19.124609,2,M1,Healthy,Healthy
-15.4089575,-0.2754398,-1.5848662,2,M1,Healthy,Healthy
-15.983487,3.1826074,-6.5356817,2,M1,Healthy,Healthy
-19.246506,8.574428,-13.584645,2,M1,Healthy,Healthy
-24.698362,2.976157,-10.153675,2,M1,Healthy,Healthy
-19.812475,-6.6120005,-8.847621,2,M1,Healthy,Healthy
-17.907488,-6.5421963,-17.615114,2,M1,Healthy,Healthy
-21.559647,11.415149,1.1751127,2,M1,Healthy,Healthy
-12.802898,-9.262634,-13.302371,2,M1,Healthy,Healthy
-20.059845,16.282806,2.0647178,2,M1,Healthy,Healthy
-4.8724785,20.806728,-1.4414146,2,M1,Healthy,Healthy
-18.254236,9.074422,-14.570884,2,M1,Healthy,Healthy
-22.192871,-2.1585412,-8.341818,2,M1,Healthy,Healthy
-23.748903,2.2314088,-4.948708,2,M1,Healthy,Healthy
-0.046544477,6.020111,2.472536,2,M1,Healthy,Healthy
-14.151379,-0.79791486,-11.929072,2,M1,Healthy,Healthy
-12.378951,4.47894,-9.304557,2,M1,Healthy,Healthy
-22.285078,-1.9812669,0.19572671,2,M1,Healthy,Healthy
-13.273432,-12.648247,-13.890409,2,M1,Healthy,Healthy
-7.200649,6.8019924,-12.695152,2,M1,Healthy,Healthy
-11.686203,-7.6086173,-11.707357,2,M1,Healthy,Healthy
-22.844372,2.11032,-4.504887,2,M1,Healthy,Healthy
5.303821,9.259475,-7.551405,2,M1,Healthy,Healthy
-14.783385,-4.465105,-16.763899,2,M1,Healthy,Healthy
-21.70184,7.227771,6.7959223,2,M1,Healthy,Healthy
-1.3189512,-1.3455263,-21.453259,2,M1,Healthy,Healthy
-20.18494,-7.405674,3.9934964,2,M1,Healthy,Healthy
-21.702803,10.381433,-0.31284577,2,M1,Healthy,Healthy
-8.539449,-5.277621,-10.691629,2,M1,Healthy,Healthy
-23.469513,1.3879502,-12.706011,2,M1,Healthy,Healthy
-19.363298,-0.661005,-0.0016987786,2,M1,Healthy,Healthy
-14.098642,15.214542,-5.5393558,2,M1,Healthy,Healthy
-2.02604,10.07957,-5.548157,2,M1,Healthy,Healthy
-4.4947867,1.2785933,-22.20846,2,M1,Healthy,Healthy
-1.2836334,8.273494,-0.035613745,2,M1,Healthy,Healthy
-20.308695,1.2848967,-12.851607,2,M1,Healthy,Healthy
-8.473705,0.93810356,-12.73982,2,M1,Healthy,Healthy
-6.066684,11.089877,-5.978111,2,M1,Healthy,Healthy
-10.722922,0.1166738,-19.07223,2,M1,Healthy,Healthy
-18.47515,11.82096,-8.115073,2,M1,Healthy,Healthy
-13.873184,-0.74579024,-15.192525,2,M1,Healthy,Healthy
-13.141101,2.7083886,-7.6255426,2,M1,Healthy,Healthy
-14.388952,3.210979,-16.722496,2,M1,Healthy,Healthy
-8.3722725,11.092776,-1.2873292,2,M1,Healthy,Healthy
-16.46958,7.828919,-16.507318,2,M1,Healthy,Healthy
-16.926085,0.8683552,-16.107693,2,M1,Healthy,Healthy
-16.062803,11.580457,-8.127801,2,M1,Healthy,Healthy
-4.14718,-2.6528547,-18.417791,2,M1,Healthy,Healthy
-11.745046,-2.1555727,-18.051243,2,M1,Healthy,Healthy
-17.687288,10.680101,-9.3238945,2,M1,Healthy,Healthy
-8.964607,0.54381907,19.346075,2,M1,Healthy,Healthy
-16.27523,11.404801,-1.9121857,2,M1,Healthy,Healthy
-20.80853,13.179126,0.75292754,2,M1,Healthy,Healthy
-18.107805,-10.216773,4.9849424,2,M1,Healthy,Healthy
-15.875069,0.8678838,-20.146343,2,M1,Healthy,Healthy
-3.4430826,-1.2605484,-20.849117,2,M1,Healthy,Healthy
-19.365883,8.756027,-8.796724,2,M1,Healthy,Healthy
-12.992668,11.900842,-3.395499,2,M1,Healthy,Healthy
-11.06801,5.05369,-14.227885,2,M1,Healthy,Healthy
-15.978177,9.635617,7.1069584,2,M1,Healthy,Healthy
-22.494455,-3.0485256,-4.62862,2,M1,Healthy,Healthy
-6.094736,-3.7881062,-17.624193,2,M1,Healthy,Healthy
-17.63917,-3.9486206,-2.479892,2,M1,Healthy,Healthy
-9.386029,6.8755,-15.304373,2,M1,Healthy,Healthy
-21.53539,-0.8412225,-0.7352389,2,M1,Healthy,Healthy
