"","x","y","z","week"
"1",-15.2889406241495,16.7575522808095,-30.5233208900006,0
"2",-1.19129405785039,18.6336022284143,33.158917353861,0
"3",-22.1468398580995,18.9598673355709,-26.3865210709114,0
"4",13.0319369173132,17.4907606955107,-26.2654829002883,0
"5",-24.4963225076598,14.8879600186844,-17.1561219432477,0
"6",18.7116264075112,18.2091659484054,-15.7225888052458,0
"7",29.6817096617999,14.8134918222162,-14.5367897056311,0
"8",38.0392687771094,-0.13173627185138,10.5005746447587,0
"9",12.3012849465194,21.0617961319672,-27.9758171103435,0
"10",33.8442349945876,7.3520651856469,-13.6402419419285,0
"11",-27.1248538779388,18.2710595869506,-16.2031596296346,0
"12",32.8441937360148,-13.9177076748245,-14.9870017455794,0
"13",14.1543333143081,23.3538551066997,-20.4309718168094,0
"14",35.1567257630786,9.11229377247743,-12.0472148860476,0
"15",19.5157153785554,18.1041902707504,-15.3882017239153,0
"16",-6.53171469058112,17.2465785356621,-31.132054877959,0
"17",-26.4583789520338,16.3423119411879,-14.4039833242137,0
"18",34.6453298824184,-17.3796423539557,3.2965432188305,0
"19",35.9140486243107,6.17588992014038,-13.5915858130668,0
"20",-26.7657678255451,17.3704022777859,-16.9974180591647,0
"21",-14.3732523228855,9.30517347383244,-28.2967611018797,0
"22",13.213602836481,20.5702604083007,-26.6372387756066,0
"23",34.8314999398244,-17.1263065877113,3.42369192123489,0
"24",-33.612675289091,-15.6594714194159,10.2044676263993,0
"25",2.47250652134913,22.6123223428471,-31.1118324884365,0
"26",31.2325774389143,-6.47704026693632,-20.7789714127058,0
"27",16.088722267382,17.8448504024637,-20.3893421256358,0
"28",31.8007054752095,-6.85983619543141,-20.4112686167802,0
"29",34.8702044006114,-18.0607571782,0.988417323401497,0
"30",33.4674596616704,-15.562522063625,-11.151173744715,0
"31",14.5527881615562,17.0057843615118,-22.8035346093675,0
"32",37.4075977552161,3.72929345393269,12.3004110065509,0
"33",7.25716689080426,21.3314394998498,-29.0023477512083,0
"34",38.1120609448239,-0.990358591193958,10.2004244971836,0
"35",13.5709450225669,20.3247069781928,-26.3353077868043,0
"36",32.5172503586671,-6.04331304470597,-20.9520692785182,0
"37",34.9430408019883,-16.4192864631102,4.53239121857198,0
"38",16.6812140745434,19.9779249265408,-20.4826818024494,0
"39",37.6480568497564,3.00930450149809,11.9464682352951,0
"40",12.14049442903,5.93799680656854,-1.29857975557216,0
"41",2.80529334227988,23.5185592999255,10.6330319142622,0
"42",33.7249563771782,-14.8095676945511,-9.59177739734207,0
"43",35.4946079799364,8.28898825655158,-14.2843055398433,0
"44",33.7022470948564,-18.2525746287544,-1.91008787827275,0
"45",35.6137937807061,3.09057617854293,-14.0186393127519,0
"46",38.2222340009841,-4.0020241708894,9.53277222636993,0
"47",31.5330855745374,-8.62768704181217,-20.2729832214102,0
"48",5.88832973585091,7.50639815318489,-31.4557904419666,0
"49",11.3768327658447,19.1696128337083,-25.1654316728177,0
"50",35.3739125567397,-16.736200233566,3.6410091131816,0
"51",35.7706572224627,-16.1972938519907,4.25279324888588,0
"52",7.88773295698017,22.1380663010517,-29.5025084972133,0
"53",37.9999041875322,0.285057697172158,10.6362184111392,0
"54",-7.87216816124837,8.5457906237553,-30.5497108567879,0
"55",36.5465590272757,-12.5057725525138,7.4570222891015,0
"56",-1.05721655673377,10.9488199077057,-31.5905497496919,0
"57",31.0397596865149,11.7129204196925,-15.6936089480069,0
"58",31.1876884582189,-4.89084544964385,-20.9768866833953,0
"59",12.0449288788153,8.09885227348864,-28.9009781813272,0
"60",0.331288009162428,16.4459287728697,-32.782534965608,0
"61",32.9796477777696,11.60622239377,-14.6404220244798,0
"62",4.32604209723145,-31.3345633515168,19.3318332633304,0
"63",35.1597383818105,1.39240834935609,-17.4712681695649,0
"64",38.0996383130031,-6.70065810415856,9.11902675341955,0
"65",35.6934876121676,7.95042885615645,-14.5917220861544,0
"66",-16.8432522844384,16.5220113247032,5.31082373225248,0
"67",37.4548600106241,3.61161443011001,12.2345785562097,0
"68",20.7247731415048,12.9972088242222,-18.2148664912215,0
"69",-24.4051399869105,15.1622566926631,-7.11475326775327,0
"70",34.7272868262,3.9196770914302,-15.9173878104283,0
"71",35.6279066585805,1.9838705167859,-17.2841967862016,0
"72",4.66771619072147,19.5478763427224,-30.8537694726592,0
"73",34.0975064408309,-11.4487951842663,-16.3647501197552,0
"74",34.6673825871839,-17.8969874862356,1.69754292536998,0
"75",33.4227987012268,6.02416315279884,-15.5253094389607,0
"76",37.8526225856463,1.59029644857912,11.2643885292907,0
"77",35.5227317698134,1.91712716375291,-16.8948585640172,0
"78",32.5803662680671,-2.36055211458068,-20.1015023097388,0
"79",-17.6384987608418,13.4161256709575,-27.0653410761399,0
"80",31.3496984787306,-1.29398573917125,-19.5034566225561,0
"81",28.0615991893151,14.7104045864128,-14.261681403487,0
"82",28.5542137444935,16.5325041848297,-15.5780592179351,0
"83",32.907933205764,4.48492623893439,-19.3307542420758,0
